a,b,c,d,e,f,g,h,i,
38.192,12,12.0927,11.6794,11.6696,11.5601,11.6222,11.6825,11.6141,
38.24,12,12.1043,11.6894,11.6873,11.5702,11.628,11.6821,11.632,
38.288,12,12.1159,11.6996,11.7051,11.5802,11.6326,11.6799,11.6405,
38.336,12,12.1275,11.71,11.7229,11.5902,11.6362,11.6761,11.6317,
38.384,12,12.1391,11.7205,11.7407,11.6001,11.6386,11.6707,11.6149,
38.432,12,12.1507,11.7312,11.7585,11.61,11.6401,11.664,11.6068,
38.48,12,12.1624,11.7421,11.7764,11.6199,11.6405,11.656,11.6159,
38.528,12,12.174,11.7531,11.7942,11.6298,11.64,11.647,11.6341,
38.576,12,12.1856,11.7644,11.8121,11.6396,11.6387,11.637,11.6451,
38.624,12,12.1971,11.7757,11.8299,11.6495,11.6365,11.6263,11.6398,
38.672,12,12.2087,11.7873,11.8477,11.6594,11.6336,11.6149,11.6245,
38.72,12,12.2203,11.799,11.8655,11.6693,11.63,11.6031,11.6145,
38.768,12,12.2319,11.8109,11.8833,11.6793,11.6258,11.591,11.6193,
38.816,12,12.2435,11.8229,11.901,11.6893,11.6211,11.5787,11.6338,
38.864,12,12.2551,11.8351,11.9187,11.6994,11.6159,11.5665,11.6435,
38.912,12,12.2667,11.8475,11.9363,11.7096,11.6104,11.5543,11.6382,
38.96,12,12.2782,11.8601,11.9539,11.7198,11.6046,11.5425,11.622,
39.008,12,12.2898,11.8728,11.9715,11.7302,11.5985,11.531,11.6093,
39.056,12,12.3014,11.8857,11.989,11.7406,11.5924,11.5201,11.6114,
39.104,12,12.313,11.8987,12.0064,11.7512,11.5861,11.5099,11.6259,
39.152,12,12.3245,11.9119,12.0238,11.7619,11.58,11.5005,11.6392,
39.2,12,12.3361,11.9253,12.0411,11.7728,11.5739,11.4919,11.6389,
39.248,12,12.3476,11.9388,12.0584,11.7838,11.568,11.4844,11.6254,
39.296,12,12.3592,11.9525,12.0755,11.795,11.5624,11.4779,11.6117,
39.344,12,12.3707,11.9664,12.0926,11.8063,11.5572,11.4727,11.6109,
39.392,12,12.3823,11.9804,12.1096,11.8178,11.5523,11.4687,11.6243,
39.44,12,12.3938,11.9946,12.1266,11.8295,11.548,11.4661,11.6399,
39.488,12,12.4054,12.0089,12.1434,11.8414,11.5443,11.4648,11.6437,
39.536,12,12.4169,12.0234,12.1602,11.8535,11.5412,11.465,11.6324,
39.584,12,12.4285,12.038,12.1769,11.8659,11.5388,11.4668,11.6171,
39.632,12,12.44,12.0528,12.1934,11.8784,11.5372,11.4701,11.613,
39.68,12,12.4515,12.0677,12.2099,11.8911,11.5364,11.475,11.6258,
39.728,12,12.4631,12.0828,12.2264,11.9041,11.5365,11.4815,11.6459,
39.776,12,12.4746,12.098,12.2427,11.9174,11.5375,11.4896,11.6566,
39.824,12,12.4861,12.1134,12.2589,11.9308,11.5395,11.4993,11.6495,
39.872,12,12.4977,12.1289,12.275,11.9445,11.5426,11.5107,11.632,
39.92,12,12.5092,12.1445,12.291,11.9585,11.5467,11.5237,11.6214,
39.968,12,12.5207,12.1603,12.307,11.9727,11.5519,11.5383,11.6291,
40.016,12,12.5322,12.1762,12.3228,11.9872,11.5582,11.5545,11.65,
40.064,12,12.5437,12.1923,12.3386,12.0019,11.5657,11.5722,11.6662,
40.112,12,12.5552,12.2085,12.3542,12.0169,11.5744,11.5915,11.6632,
40.16,12,12.5667,12.2248,12.3698,12.0321,11.5842,11.6121,11.6433,
40.208,12,12.5782,12.2412,12.3853,12.0476,11.5953,11.6342,11.625,
40.256,12,12.5897,12.2577,12.4007,12.0634,11.6076,11.6575,11.6268,
40.304,12,12.6012,12.2744,12.416,12.0795,11.621,11.6822,11.6508,
40.352,12,12.6127,12.2912,12.4312,12.0958,11.6358,11.7079,11.6784,
40.4,12,12.6242,12.3081,12.4463,12.1123,11.6517,11.7348,11.6858,
40.448,12,12.6357,12.3251,12.4613,12.1292,11.6688,11.7626,11.6651,
40.496,12,12.6472,12.3422,12.4763,12.1463,11.6871,11.7914,11.6334,
40.544,12,12.6587,12.3595,12.4911,12.1636,11.7066,11.8209,11.6204,
40.592,12,12.6702,12.3768,12.5059,12.1812,11.7272,11.851,11.6425,
40.64,12,12.6816,12.3942,12.5206,12.199,11.7489,11.8818,11.6854,
40.688,12,12.6931,12.4118,12.5352,12.2171,11.7718,11.913,11.711,
40.736,12,12.7046,12.4294,12.5498,12.2355,11.7957,11.9445,11.6877,
40.784,12,12.7161,12.4471,12.5642,12.254,11.8206,11.9763,11.6216,
40.832,12,12.7275,12.4649,12.5787,12.2728,11.8466,12.0082,11.5649,
40.88,12,12.739,12.4828,12.593,12.2919,11.8734,12.0401,11.5895,
40.928,12,12.7505,12.5008,12.6073,12.3111,11.9012,12.0719,11.7418,
40.976,12,12.7619,12.5188,12.6215,12.3306,11.9299,12.1035,12.0086,
41.024,13,12.7734,12.537,12.6356,12.3502,11.9594,12.1348,12.3182,
41.072,13,12.7848,12.5552,12.6497,12.3701,11.9896,12.1656,12.5771,
41.12,13,12.7963,12.5734,12.6638,12.3902,12.0206,12.196,12.7205,
41.168,13,12.8077,12.5918,12.6778,12.4104,12.0522,12.2258,12.7431,
41.216,13,12.8192,12.6102,12.6917,12.4308,12.0845,12.255,12.6936,
41.264,13,12.8306,12.6287,12.7056,12.4514,12.1173,12.2834,12.6382,
41.312,13,12.8421,12.6472,12.7195,12.4722,12.1506,12.3111,12.6207,
41.36,13,12.8535,12.6658,12.7333,12.4931,12.1844,12.338,12.6435,
41.408,13,12.865,12.6844,12.7471,12.5141,12.2186,12.364,12.6788,
41.456,13,12.8764,12.7031,12.7609,12.5353,12.2532,12.3892,12.6963,
41.504,13,12.8878,12.7218,12.7746,12.5566,12.288,12.4135,12.6868,
41.552,13,12.8993,12.7405,12.7883,12.578,12.3231,12.4369,12.6646,
41.6,13,12.9107,12.7593,12.802,12.5995,12.3583,12.4594,12.6518,
41.648,13,12.9221,12.7782,12.8157,12.6211,12.3937,12.4811,12.6593,
41.696,13,12.9335,12.797,12.8293,12.6427,12.4291,12.502,12.6792,
41.744,13,12.9449,12.8159,12.8429,12.6645,12.4646,12.5221,12.6937,
41.792,13,12.9564,12.8348,12.8566,12.6863,12.5,12.5415,12.6914,
41.84,13,12.9678,12.8538,12.8702,12.7082,12.5354,12.5603,12.6761,
41.888,13,12.9792,12.8727,12.8838,12.7301,12.5706,12.5785,12.6623,
41.936,13,12.9906,12.8917,12.8974,12.752,12.6057,12.5962,12.6624,
41.984,13,13.002,12.9107,12.911,12.774,12.6406,12.6136,12.6758,
42.032,13,13.0134,12.9297,12.9247,12.796,12.6751,12.6306,12.6899,
42.08,13,13.0248,12.9487,12.9383,12.8179,12.7094,12.6474,12.6919,
42.128,13,13.0362,12.9677,12.9519,12.8399,12.7434,12.6641,12.6802,
42.176,13,13.0476,12.9866,12.9656,12.8618,12.7769,12.6808,12.6658,
42.224,13,13.059,13.0056,12.9792,12.8837,12.81,12.6976,12.6633,
42.272,13,13.0704,13.0246,12.9929,12.9056,12.8427,12.7147,12.6774,
42.32,13,13.0818,13.0436,13.0067,12.9274,12.8749,12.732,12.6979,
42.368,13,13.0932,13.0626,13.0204,12.9492,12.9066,12.7498,12.7073,
42.416,13,13.1045,13.0815,13.0341,12.9709,12.9377,12.7681,12.6961,
42.464,13,13.1159,13.1004,13.0479,12.9925,12.9682,12.787,12.6717,
42.512,13,13.1273,13.1193,13.0618,13.014,12.9981,12.8066,12.6549,
42.56,13,13.1387,13.1382,13.0756,13.0354,13.0274,12.8269,12.6629,
42.608,13,13.15,13.1571,13.0895,13.0567,13.0561,12.848,12.6934,
42.656,13,13.1614,13.1759,13.1034,13.0779,13.0841,12.8701,12.7226,
42.704,13,13.1728,13.1947,13.1174,13.099,13.1114,12.893,12.7211,
42.752,13,13.1841,13.2134,13.1314,13.1199,13.138,12.9169,12.679,
42.8,13,13.1955,13.2321,13.1455,13.1407,13.1638,12.9417,12.6212,
42.848,13,13.2069,13.2508,13.1596,13.1614,13.189,12.9675,12.6019,
42.896,13,13.2182,13.2694,13.1737,13.1819,13.2134,12.9942,12.6756,
42.944,13,13.2296,13.288,13.1879,13.2022,13.2371,13.0219,12.8645,
42.992,13,13.2409,13.3065,13.2021,13.2224,13.2601,13.0504,13.1394,
43.04,14,13.2523,13.3249,13.2164,13.2424,13.2822,13.0798,13.43,
43.088,14,13.2636,13.3434,13.2307,13.2622,13.3037,13.1099,13.658,
43.136,14,13.275,13.3617,13.2451,13.2818,13.3243,13.1406,13.775,
43.184,14,13.2863,13.38,13.2596,13.3012,13.3442,13.172,13.7831,
43.232,14,13.2977,13.3982,13.2741,13.3204,13.3634,13.2038,13.7278,
43.28,14,13.309,13.4164,13.2886,13.3394,13.3818,13.2359,13.6688,
43.328,14,13.3203,13.4345,13.3032,13.3582,13.3995,13.2683,13.6474,
43.376,14,13.3317,13.4525,13.3178,13.3768,13.4164,13.3008,13.6694,
43.424,14,13.343,13.4704,13.3325,13.3952,13.4326,13.3332,13.711,
43.472,14,13.3543,13.4883,13.3473,13.4133,13.448,13.3654,13.7405,
43.52,14,13.3657,13.5061,13.3621,13.4312,13.4628,13.3973,13.7408,
43.568,14,13.377,13.5238,13.377,13.4489,13.4768,13.4286,13.718,
43.616,14,13.3883,13.5414,13.3919,13.4664,13.4902,13.4593,13.6933,
43.664,14,13.3996,13.559,13.4069,13.4836,13.5028,13.4891,13.686,
43.712,14,13.4109,13.5764,13.4219,13.5005,13.5149,13.518,13.7003,
43.76,14,13.4222,13.5938,13.437,13.5173,13.5262,13.5457,13.7243,
43.808,14,13.4336,13.6111,13.4521,13.5338,13.5369,13.5722,13.7402,
43.856,14,13.4449,13.6283,13.4673,13.55,13.547,13.5972,13.7377,
43.904,14,13.4562,13.6454,13.4825,13.566,13.5566,13.6207,13.7202,
43.952,14,13.4675,13.6624,13.4978,13.5818,13.5655,13.6426,13.7019,
44,14,13.4788,13.6793,13.5131,13.5973,13.5739,13.6627,13.6964,
44.048,14,13.4901,13.6961,13.5284,13.6125,13.5817,13.6809,13.7073,
44.096,14,13.5014,13.7128,13.5438,13.6275,13.589,13.6973,13.7267,
44.144,14,13.5127,13.7294,13.5593,13.6423,13.5958,13.7116,13.7415,
44.192,14,13.524,13.7459,13.5748,13.6568,13.6022,13.7239,13.7431,
44.24,14,13.5352,13.7622,13.5903,13.6711,13.6081,13.7341,13.7328,
44.288,14,13.5465,13.7785,13.6059,13.6852,13.6135,13.7422,13.7205,
44.336,14,13.5578,13.7947,13.6215,13.6989,13.6186,13.7483,13.7167,
44.384,14,13.5691,13.8108,13.6371,13.7125,13.6233,13.7523,13.7251,
44.432,14,13.5804,13.8267,13.6528,13.7258,13.6276,13.7543,13.74,
44.48,14,13.5917,13.8426,13.6685,13.7389,13.6316,13.7544,13.751,
44.528,14,13.6029,13.8583,13.6842,13.7518,13.6353,13.7525,13.7506,
44.576,14,13.6142,13.8739,13.7,13.7644,13.6387,13.7489,13.7393,
44.624,14,13.6255,13.8894,13.7157,13.7768,13.6418,13.7437,13.7253,
44.672,14,13.6367,13.9048,13.7315,13.7889,13.6447,13.7368,13.7184,
44.72,14,13.648,13.9201,13.7473,13.8009,13.6475,13.7286,13.7233,
44.768,14,13.6593,13.9352,13.7632,13.8126,13.65,13.7191,13.7367,
44.816,14,13.6705,13.9502,13.779,13.8241,13.6524,13.7085,13.7497,
44.864,14,13.6818,13.9651,13.7948,13.8354,13.6547,13.697,13.7541,
44.912,14,13.693,13.9799,13.8107,13.8466,13.6569,13.6847,13.7484,
44.96,14,13.7043,13.9946,13.8266,13.8575,13.659,13.6719,13.738,
45.008,14,13.7156,14.0092,13.8424,13.8682,13.6611,13.6587,13.7315,
45.056,14,13.7268,14.0236,13.8583,13.8787,13.6632,13.6453,13.7343,
45.104,14,13.738,14.0379,13.8741,13.889,13.6653,13.632,13.7449,
45.152,14,13.7493,14.0521,13.89,13.8992,13.6675,13.619,13.7561,
45.2,14,13.7605,14.0661,13.9058,13.9092,13.6697,13.6063,13.7598,
45.248,14,13.7718,14.08,13.9216,13.919,13.672,13.5943,13.7529,
45.296,14,13.783,14.0939,13.9374,13.9286,13.6745,13.5831,13.7393,
45.344,14,13.7942,14.1075,13.9532,13.9381,13.6771,13.5729,13.7278,
45.392,14,13.8055,14.1211,13.969,13.9474,13.6798,13.5639,13.7257,
45.44,14,13.8167,14.1345,13.9847,13.9566,13.6828,13.5562,13.7342,
45.488,14,13.8279,14.1478,14.0004,13.9656,13.686,13.55,13.7478,
45.536,14,13.8392,14.161,14.0161,13.9745,13.6895,13.5454,13.7574,
45.584,14,13.8504,14.1741,14.0317,13.9833,13.6932,13.5426,13.7571,
45.632,14,13.8616,14.187,14.0473,13.9919,13.6972,13.5416,13.7474,
45.68,14,13.8728,14.1998,14.0629,14.0005,13.7016,13.5425,13.7355,
45.728,14,13.884,14.2125,14.0784,14.0089,13.7063,13.5455,13.7296,
45.776,14,13.8953,14.2251,14.0938,14.0172,13.7113,13.5505,13.7342,
45.824,14,13.9065,14.2375,14.1092,14.0254,13.7168,13.5577,13.7461,
45.872,14,13.9177,14.2498,14.1246,14.0335,13.7226,13.567,13.7567,
45.92,14,13.9289,14.262,14.1399,14.0415,13.7288,13.5785,13.7575,
45.968,14,13.9401,14.274,14.1551,14.0494,13.7355,13.5921,13.7462,
46.016,14,13.9513,14.286,14.1703,14.0573,13.7426,13.6077,13.7284,
46.064,14,13.9625,14.2978,14.1854,14.065,13.7502,13.6255,13.7149,
46.112,14,13.9737,14.3095,14.2004,14.0727,13.7583,13.6452,13.7147,
46.16,14,13.9849,14.3211,14.2154,14.0804,13.7669,13.6668,13.7289,
46.208,14,13.9961,14.3325,14.2303,14.088,13.7759,13.6903,13.7497,
46.256,14,14.0073,14.3438,14.2451,14.0955,13.7855,13.7154,13.7645,
46.304,14,14.0185,14.355,14.2598,14.103,13.7955,13.7421,13.7638,
46.352,14,14.0297,14.3661,14.2744,14.1105,13.8061,13.7702,13.7477,
46.4,14,14.0408,14.3771,14.289,14.1179,13.8172,13.7997,13.7267,
46.448,14,14.052,14.388,14.3034,14.1253,13.8288,13.8303,13.7159,
46.496,14,14.0632,14.3987,14.3178,14.1327,13.841,13.8618,13.7252,
46.544,14,14.0744,14.4093,14.332,14.1401,13.8537,13.8942,13.7517,
46.592,14,14.0856,14.4198,14.3462,14.1475,13.8669,13.9273,13.7795,
46.64,14,14.0967,14.4302,14.3603,14.1548,13.8806,13.9608,13.7875,
46.688,14,14.1079,14.4405,14.3742,14.1622,13.8948,13.9946,13.7625,
46.736,14,14.1191,14.4507,14.3881,14.1695,13.9096,14.0285,13.7105,
46.784,14,14.1302,14.4607,14.4018,14.1769,13.9248,14.0624,13.6591,
46.832,14,14.1414,14.4707,14.4155,14.1843,13.9405,14.0961,13.6488,
46.88,14,14.1526,14.4805,14.429,14.1917,13.9567,14.1295,13.7157,
46.928,14,14.1637,14.4902,14.4424,14.1991,13.9733,14.1623,13.8743,
46.976,14,14.1749,14.4998,14.4557,14.2065,13.9904,14.1944,14.1073,
47.024,15,14.186,14.5094,14.4688,14.214,14.008,14.2257,14.37,
47.072,15,14.1972,14.5188,14.4819,14.2215,14.0259,14.2561,14.6058,
47.12,15,14.2083,14.5281,14.4948,14.2291,14.0442,14.2854,14.7681,
47.168,15,14.2195,14.5373,14.5076,14.2366,14.0629,14.3135,14.8374,
47.216,15,14.2306,14.5464,14.5203,14.2443,14.0819,14.3404,14.826,
47.264,15,14.2418,14.5554,14.5328,14.252,14.1013,14.366,14.7704,
47.312,15,14.2529,14.5643,14.5452,14.2597,14.1209,14.3901,14.713,
47.36,15,14.2641,14.5731,14.5575,14.2675,14.1408,14.4128,14.6839,
47.408,15,14.2752,14.5818,14.5697,14.2754,14.161,14.4341,14.691,
47.456,15,14.2863,14.5904,14.5817,14.2833,14.1813,14.4537,14.7213,
47.504,15,14.2975,14.599,14.5935,14.2913,14.2019,14.4719,14.7517,
47.552,15,14.3086,14.6074,14.6053,14.2993,14.2225,14.4886,14.7639,
47.6,15,14.3197,14.6157,14.6169,14.3074,14.2433,14.5037,14.7534,
47.648,15,14.3309,14.624,14.6284,14.3156,14.2642,14.5174,14.7304,
47.696,15,14.342,14.6322,14.6397,14.3239,14.2852,14.5296,14.7118,
47.744,15,14.3531,14.6402,14.6509,14.3322,14.3061,14.5404,14.7108,
47.792,15,14.3642,14.6482,14.6619,14.3406,14.327,14.55,14.7287,
47.84,15,14.3753,14.6562,14.6728,14.3491,14.3479,14.5582,14.7552,
47.888,15,14.3865,14.664,14.6836,14.3577,14.3687,14.5653,14.7747,
47.936,15,14.3976,14.6718,14.6942,14.3664,14.3893,14.5714,14.7756,
47.984,15,14.4087,14.6794,14.7047,14.3751,14.4098,14.5764,14.7572,
48.032,15,14.4198,14.6871,14.7151,14.3839,14.4301,14.5806,14.7297,
48.08,15,14.4309,14.6946,14.7253,14.3928,14.4502,14.5839,14.7073,
48.128,15,14.442,14.702,14.7353,14.4018,14.47,14.5866,14.7004,
48.176,15,14.4531,14.7094,14.7452,14.4109,14.4895,14.5888,14.7096,
48.224,15,14.4642,14.7168,14.755,14.42,14.5086,14.5904,14.7259,
48.272,15,14.4753,14.724,14.7646,14.4293,14.5274,14.5917,14.7373,
48.32,15,14.4864,14.7312,14.7741,14.4386,14.5458,14.5928,14.7366,
48.368,15,14.4975,14.7383,14.7835,14.448,14.5638,14.5937,14.7263,
48.416,15,14.5086,14.7454,14.7927,14.4575,14.5813,14.5946,14.7172,
48.464,15,14.5197,14.7524,14.8018,14.4671,14.5983,14.5955,14.7214,
48.512,15,14.5308,14.7593,14.8107,14.4768,14.6148,14.5965,14.744,
48.56,15,14.5419,14.7662,14.8195,14.4865,14.6307,14.5978,14.778,
48.608,15,14.553,14.773,14.8282,14.4964,14.646,14.5993,14.8066,
48.656,15,14.564,14.7798,14.8367,14.5063,14.6608,14.6012,14.8116,
48.704,15,14.5751,14.7865,14.8451,14.5163,14.6749,14.6034,14.7834,
48.752,15,14.5862,14.7932,14.8533,14.5264,14.6884,14.6061,14.7282,
48.8,15,14.5973,14.7998,14.8615,14.5365,14.7013,14.6093,14.6662,
48.848,15,14.6083,14.8064,14.8695,14.5468,14.7134,14.6129,14.6237,
48.896,15,14.6194,14.8129,14.8773,14.5571,14.7249,14.6171,14.6202,
48.944,15,14.6305,14.8194,14.8851,14.5674,14.7356,14.6218,14.6591,
48.992,15,14.6416,14.8258,14.8927,14.5779,14.7457,14.627,14.7257,
49.04,15,14.6526,14.8322,14.9002,14.5884,14.755,14.6326,14.7935,
49.088,15,14.6637,14.8386,14.9075,14.599,14.7635,14.6388,14.836,
49.136,15,14.6747,14.8449,14.9148,14.6096,14.7713,14.6453,14.8387,
49.184,15,14.6858,14.8512,14.9219,14.6203,14.7784,14.6523,14.804,
49.232,15,14.6969,14.8574,14.9289,14.6311,14.7847,14.6596,14.7492,
49.28,15,14.7079,14.8637,14.9358,14.6419,14.7903,14.6672,14.697,
49.328,15,14.719,14.8699,14.9426,14.6528,14.7951,14.675,14.6658,
49.376,15,14.73,14.876,14.9492,14.6637,14.7992,14.6829,14.6617,
49.424,15,14.7411,14.8822,14.9558,14.6747,14.8026,14.6909,14.6787,
49.472,15,14.7521,14.8883,14.9622,14.6857,14.8052,14.6989,14.7036,
49.52,15,14.7632,14.8944,14.9686,14.6968,14.8072,14.7068,14.724,
49.568,15,14.7742,14.9004,14.9748,14.7079,14.8084,14.7145,14.7337,
49.616,15,14.7852,14.9065,14.9809,14.719,14.809,14.722,14.7346,
49.664,15,14.7963,14.9125,14.987,14.7302,14.8089,14.7292,14.7333,
49.712,15,14.8073,14.9185,14.9929,14.7414,14.8082,14.7359,14.7356,
49.76,15,14.8184,14.9245,14.9988,14.7526,14.8068,14.7421,14.7427,
49.808,15,14.8294,14.9305,15.0046,14.7638,14.8049,14.7477,14.7509,
49.856,15,14.8404,14.9364,15.0102,14.7751,14.8024,14.7527,14.7539,
49.904,15,14.8514,14.9424,15.0158,14.7864,14.7994,14.757,14.7475,
49.952,15,14.8625,14.9483,15.0214,14.7977,14.7958,14.7605,14.7325,
50,15,14.8735,14.9543,15.0268,14.809,14.7918,14.7631,14.7146,
